,"Analysis showing the count, employment and turnover (£'000s) of VAT and/or PAYE based enterprises exhibiting high growth in employment, turnover and both employment and turnover for Countries, Regions unitary and local authority districts of the United Kingdom ",,,,,,,,,,,,,,,,,,,,,,,,,
E07000077 : Uttlesford,35,"2,405","305,100",65,"4,759","2,169,942",15,"1,325","169,190",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000015 : Hertfordshire,280,"51,594","6,507,041",550,"64,285","12,803,634",165,"25,726","4,529,969",,,,,,,,,,,,,,,,,
E07000095 : Broxbourne,20,"5,713","703,923",30,"1,222","530,562",5,362,"83,531",,,,,,,,,,,,,,,,,
E07000096 : Dacorum,30,"2,822","425,964",50,"3,111","487,992",15,"2,173","238,427",,,,,,,,,,,,,,,,,
E07000242 : East Hertfordshire,40,"3,463","236,839",65,"5,655","682,624",20,"1,786","138,245",,,,,,,,,,,,,,,,,
E07000098 : Hertsmere,40,"3,518","477,892",75,"4,819","1,541,559",25,"2,579","418,255",,,,,,,,,,,,,,,,,
E07000099 : North Hertfordshire,35,"2,667","135,882",65,"3,886","520,645",20,"1,424","70,103",,,,,,,,,,,,,,,,,
E07000240 : St Albans,45,"11,854","2,539,373",85,"23,347","3,068,611",30,"9,950","2,314,270",,,,,,,,,,,,,,,,,
E07000243 : Stevenage,15,727,"171,582",30,"4,088","1,248,563",10,492,"43,312",,,,,,,,,,,,,,,,,
E07000102 : Three Rivers,15,"2,121","723,001",45,"6,775","2,972,645",10,"2,001","688,457",,,,,,,,,,,,,,,,,
E07000103 : Watford,15,"12,415","430,193",55,"5,824","823,142",15,"3,099","302,189",,,,,,,,,,,,,,,,,
E07000241 : Welwyn Hatfield,25,"6,294","662,392",50,"5,558","927,291",15,"1,860","233,180",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000020 : Norfolk,180,"13,168","1,099,964",310,"21,591","2,062,066",90,"7,455","718,580",,,,,,,,,,,,,,,,,
E07000143 : Breckland,35,"3,167","376,834",50,"4,225","456,476",20,"2,285","276,965",,,,,,,,,,,,,,,,,
E07000144 : Broadland,20,"1,397","110,310",45,"1,683","187,040",10,816,"74,281",,,,,,,,,,,,,,,,,
E07000145 : Great Yarmouth,10,525,"86,219",25,"1,092","194,137",5,279,"69,080",,,,,,,,,,,,,,,,,
E07000146 : King's Lynn and West Norfolk,30,"1,747","123,690",45,"1,573","129,363",10,447,"31,338",,,,,,,,,,,,,,,,,
E07000147 : North Norfolk,20,634,"72,938",30,897,"99,755",10,355,"43,656",,,,,,,,,,,,,,,,,
E07000148 : Norwich,40,"4,233","228,051",65,"4,045","498,851",20,"2,333","155,135",,,,,,,,,,,,,,,,,
E07000149 : South Norfolk,25,"1,465","101,922",50,"8,076","496,444",15,940,"68,125",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000029 : Suffolk,150,"14,622","2,098,677",280,"37,643","5,761,809",70,"8,198","1,129,251",,,,,,,,,,,,,,,,,
E07000200 : Babergh,20,"2,368","174,453",30,"2,338","222,818",5,"1,638",..C,,,,,,,,,,,,,,,,,
E07000201 : Forest Heath,20,"1,776","670,391",35,"2,715","907,298",10,"1,333","221,509",,,,,,,,,,,,,,,,,
E07000202 : Ipswich,25,"2,275","142,653",50,"9,966","2,585,166",20,"2,043","103,621",,,,,,,,,,,,,,,,,
E07000203 : Mid Suffolk,25,"2,815","489,055",35,"2,667","492,054",10,"1,740","350,133",,,,,,,,,,,,,,,,,
E07000204 : St Edmundsbury,10,601,"81,787",45,"16,457","676,955",5,..C,..C,,,,,,,,,,,,,,,,,
E07000205 : Suffolk Coastal,30,"2,168","385,378",55,"2,006","741,134",15,..C,"263,493",,,,,,,,,,,,,,,,,
E07000206 : Waveney,20,"2,619","154,960",30,"1,494","136,384",5,776,"63,844",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000007 : London,"2,850","411,351","111,600,568","5,870","679,791","491,763,990","1,655","238,997","80,866,096",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E13000001 : Inner London,"2,045","315,454","99,884,664","4,205","535,543","455,217,820","1,215","195,168","75,715,753",,,,,,,,,,,,,,,,,
E09000007 : Camden,215,"34,655","11,643,003",460,"71,646","20,190,081",120,"21,510","8,809,818",,,,,,,,,,,,,,,,,
E09000001 : City of London,340,"74,834","52,047,863",705,"116,029","145,923,353",205,"47,319","40,201,439",,,,,,,,,,,,,,,,,
E09000012 : Hackney,135,"15,839","1,554,375",275,"15,238",..C,90,"7,622","1,183,225",,,,,,,,,,,,,,,,,
E09000013 : Hammersmith and Fulham,80,"14,153","2,571,363",180,"12,361","15,322,753",45,"5,503","2,024,139",,,,,,,,,,,,,,,,,
E09000014 : Haringey,25,"1,520","151,538",55,"2,035","288,795",15,761,"51,711",,,,,,,,,,,,,,,,,
E09000019 : Islington,185,"26,633","4,541,884",330,"47,708","8,318,866",115,"21,751","3,971,599",,,,,,,,,,,,,,,,,
E09000020 : Kensington and Chelsea,75,"7,673","904,304",165,"10,507","2,820,424",45,"5,426","667,283",,,,,,,,,,,,,,,,,
E09000022 : Lambeth,75,"10,368","912,975",160,"13,639","3,829,818",45,"5,209","656,039",,,,,,,,,,,,,,,,,
E09000023 : Lewisham,20,"1,251","75,505",30,966,"80,546",5,286,"16,038",,,,,,,,,,,,,,,,,
E09000025 : Newham,30,"5,676","1,029,986",65,"4,437","551,353",15,768,"28,835",,,,,,,,,,,,,,,,,
E09000028 : Southwark,165,"45,061","3,581,243",330,"43,967","5,833,002",100,"31,937","2,655,449",,,,,,,,,,,,,,,,,
E09000030 : Tower Hamlets,115,"15,003","2,718,073",280,"90,303",..C,80,"11,814","2,016,320",,,,,,,,,,,,,,,,,
E09000032 : Wandsworth,65,"6,974","729,264",105,"6,009","2,349,262",35,"3,203","323,418",,,,,,,,,,,,,,,,,
E09000033 : Westminster,520,"55,814","17,423,288","1,065","100,698","79,679,156",300,"32,059","13,110,440",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E13000002 : Outer London,805,"95,897","11,715,904","1,665","144,248","36,546,170",440,"43,829","5,150,343",,,,,,,,,,,,,,,,,
E09000002 : Barking and Dagenham,25,"2,218","204,572",45,"2,365","402,567",15,967,"75,556",,,,,,,,,,,,,,,,,
E09000003 : Barnet,70,"6,407","413,100",140,"6,805","1,730,469",35,"2,511","243,330",,,,,,,,,,,,,,,,,
E09000004 : Bexley,30,"2,333","376,477",60,"2,170","345,835",10,859,"74,824",,,,,,,,,,,,,,,,,
E09000005 : Brent,60,"12,846","2,773,168",110,"5,806","918,743",25,"1,882","190,103",,,,,,,,,,,,,,,,,
E09000006 : Bromley,55,"5,140","494,730",90,"5,221","1,491,044",30,"2,704","295,000",,,,,,,,,,,,,,,,,
E09000008 : Croydon,40,"3,658","275,219",100,"9,668","2,405,833",25,"2,914","210,954",,,,,,,,,,,,,,,,,
E09000009 : Ealing,50,"4,338","919,071",120,"8,211","1,671,032",30,"2,951","779,470",,,,,,,,,,,,,,,,,
E09000010 : Enfield,40,"4,257","339,762",85,"3,803","682,632",20,"1,698","139,992",,,,,,,,,,,,,,,,,
E09000011 : Greenwich,40,"2,819","196,612",60,"15,614","570,921",20,"1,619","121,350",,,,,,,,,,,,,,,,,
E09000015 : Harrow,35,"4,438","142,290",95,"6,444","1,005,915",25,"2,870","95,289",,,,,,,,,,,,,,,,,
E09000016 : Havering,40,"6,521","613,485",60,"5,435","675,207",20,"3,950","501,742",,,,,,,,,,,,,,,,,
E09000017 : Hillingdon,60,"8,652","1,978,511",135,"22,162","3,491,768",30,"3,501","834,311",,,,,,,,,,,,,,,,,
E09000018 : Hounslow,60,"11,179","1,328,549",120,"17,042","16,551,433",35,"7,081","682,559",,,,,,,,,,,,,,,,,
E09000021 : Kingston upon Thames,30,"3,275","217,216",65,"4,330","463,612",15,"1,162","78,753",,,,,,,,,,,,,,,,,
E09000024 : Merton,35,"2,786","245,299",95,"4,551","945,672",20,907,"101,442",,,,,,,,,,,,,,,,,
E09000026 : Redbridge,35,"1,899","166,475",70,"10,100","384,675",20,"1,079","65,976",,,,,,,,,,,,,,,,,
E09000027 : Richmond upon Thames,55,"6,975","686,578",105,"7,220","2,224,413",35,"2,581","438,376",,,,,,,,,,,,,,,,,
E09000029 : Sutton,20,"4,336","157,921",55,"4,762","274,393",15,"1,091","112,269",,,,,,,,,,,,,,,,,
E09000031 : Waltham Forest,25,"1,820","186,869",55,"2,539","310,006",15,"1,502","109,047",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000008 : South East,"2,030","252,251","52,419,022","4,100","356,551","109,955,071","1,060","123,043","36,056,881",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000036 : Bracknell Forest,30,"4,933","517,226",55,"7,276","3,149,671",15,"2,294",..C,,,,,,,,,,,,,,,,,
E06000043 : Brighton and Hove,80,"7,391","581,975",160,"9,943","1,493,611",45,"3,222","296,685",,,,,,,,,,,,,,,,,
E06000046 : Isle of Wight,20,902,"54,029",45,"1,517","104,295",10,636,"33,594",,,,,,,,,,,,,,,,,
E06000035 : Medway,35,"3,506","699,737",80,"4,811",..C,15,"1,456","132,943",,,,,,,,,,,,,,,,,
E06000042 : Milton Keynes,75,"20,350","18,305,117",130,"22,101","20,905,237",35,"8,106",..C,,,,,,,,,,,,,,,,,
E06000044 : Portsmouth,35,"3,666","287,722",65,"5,617","878,140",20,"1,813",..C,,,,,,,,,,,,,,,,,
E06000038 : Reading,55,"5,968","1,211,272",95,"6,734","2,610,039",30,"3,775","993,105",,,,,,,,,,,,,,,,,
E06000039 : Slough,50,"5,144","1,652,006",75,"9,829","10,549,228",25,"3,625","1,326,308",,,,,,,,,,,,,,,,,
E06000045 : Southampton,40,"5,332","1,051,475",70,"7,732",..C,25,"2,321","292,830",,,,,,,,,,,,,,,,,
E06000037 : West Berkshire,45,"7,925","1,419,485",90,"6,544","1,593,078",15,"3,347","273,667",,,,,,,,,,,,,,,,,
E06000040 : Windsor and Maidenhead,50,"11,781","4,004,823",105,"9,290","2,145,226",30,"6,005","766,874",,,,,,,,,,,,,,,,,
E06000041 : Wokingham,40,"13,179","1,135,922",105,"25,739","3,903,961",25,"9,497","705,869",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000002 : Buckinghamshire,145,"17,393","2,564,773",250,"20,089","4,962,986",70,"7,604","1,746,161",,,,,,,,,,,,,,,,,
E07000004 : Aylesbury Vale,45,"2,977","225,061",70,"3,448","539,071",30,"1,791","178,620",,,,,,,,,,,,,,,,,
E07000005 : Chiltern,20,"1,245","325,645",45,"2,185","1,465,521",10,722,"205,186",,,,,,,,,,,,,,,,,
E07000006 : South Bucks,25,"5,241","267,489",45,"8,946","1,019,116",10,"2,892","225,659",,,,,,,,,,,,,,,,,
E07000007 : Wycombe,55,"7,930","1,746,578",90,"5,510","1,939,278",20,"2,199","1,136,696",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000011 : East Sussex,85,"15,581","914,843",165,"15,389","1,392,675",35,"5,526","559,076",,,,,,,,,,,,,,,,,
E07000061 : Eastbourne,10,320,..C,20,558,"69,096",0,..C,..C,,,,,,,,,,,,,,,,,
E07000062 : Hastings,15,"1,928","148,117",20,954,"116,988",5,..C,"70,452",,,,,,,,,,,,,,,,,
E07000063 : Lewes,15,"1,121","109,428",40,"4,791","340,436",10,718,"82,537",,,,,,,,,,,,,,,,,
E07000064 : Rother,10,"6,524",..C,25,"5,560","572,491",5,..C,..C,,,,,,,,,,,,,,,,,
E07000065 : Wealden,35,"5,688","224,465",60,"3,526","293,664",15,821,..C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000014 : Hampshire,310,"30,649","5,937,220",680,"39,952","11,551,540",175,"14,425","3,587,084",,,,,,,,,,,,,,,,,
E07000084 : Basingstoke and Deane,40,"5,762","1,393,371",80,"5,813","2,053,921",25,"2,942","232,844",,,,,,,,,,,,,,,,,
E07000085 : East Hampshire,30,"1,618","330,325",55,"2,739","810,216",15,978,"281,638",,,,,,,,,,,,,,,,,
E07000086 : Eastleigh,20,"1,891","144,554",65,"4,096","628,180",20,"1,715","136,666",,,,,,,,,,,,,,,,,
E07000087 : Fareham,20,"1,383","119,561",50,"2,217","344,825",15,"1,058","100,272",,,,,,,,,,,,,,,,,
E07000088 : Gosport,5,537,..C,20,824,"115,705",5,288,"69,900",,,,,,,,,,,,,,,,,
E07000089 : Hart,10,878,..C,40,"3,373","1,693,712",10,775,..C,,,,,,,,,,,,,,,,,
E07000090 : Havant,20,"1,577","96,609",40,"2,360","221,709",10,762,"26,632",,,,,,,,,,,,,,,,,
E07000091 : New Forest,40,"6,731","305,208",105,"5,558","684,670",20,"1,364","105,275",,,,,,,,,,,,,,,,,
E07000092 : Rushmoor,30,"3,490","1,610,183",70,"4,179","2,817,499",15,"1,355",..C,,,,,,,,,,,,,,,,,
E07000093 : Test Valley,35,"3,452","210,217",70,"3,654","380,800",15,"1,886","93,634",,,,,,,,,,,,,,,,,
E07000094 : Winchester,60,"3,330","806,338",85,"5,139","1,800,303",25,"1,302","537,418",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000016 : Kent,295,"25,711","2,457,396",615,"37,817","6,344,704",155,"14,706","1,634,236",,,,,,,,,,,,,,,,,
E07000105 : Ashford,30,"2,429","230,212",55,"2,634","615,527",15,"1,383","173,322",,,,,,,,,,,,,,,,,
E07000106 : Canterbury,20,"1,632","82,440",50,"4,407","170,381",10,705,"49,574",,,,,,,,,,,,,,,,,
E07000107 : Dartford,20,"2,013","145,346",45,"2,982","542,892",10,"1,416","60,895",,,,,,,,,,,,,,,,,
E07000108 : Dover,15,722,"109,578",35,"1,595","213,387",10,..C,"94,263",,,,,,,,,,,,,,,,,
E07000109 : Gravesham,10,719,"22,208",35,"1,331","94,864",0,..C,..C,,,,,,,,,,,,,,,,,
E07000110 : Maidstone,40,"6,150","604,807",80,"6,715","937,942",25,"4,483","530,199",,,,,,,,,,,,,,,,,
E07000111 : Sevenoaks,30,"2,696","208,093",50,"5,411","1,414,106",15,"1,746","123,619",,,,,,,,,,,,,,,,,
E07000112 : Shepway,15,"1,001","124,882",45,"1,889","343,306",10,462,..C,,,,,,,,,,,,,,,,,
E07000113 : Swale,25,"2,260","162,639",50,"1,885","197,584",10,453,"35,296",,,,,,,,,,,,,,,,,
E07000114 : Thanet,20,"1,283","85,152",45,"3,074","218,707",15,763,"63,342",,,,,,,,,,,,,,,,,
E07000115 : Tonbridge and Malling,35,"2,158","441,193",65,"3,081","1,234,502",15,"1,331","307,233",,,,,,,,,,,,,,,,,
E07000116 : Tunbridge Wells,35,"2,648","240,846",60,"2,813","361,506",20,"1,454","161,374",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000025 : Oxfordshire,175,"15,148","1,779,210",370,"31,215","4,404,942",90,"7,518","949,882",,,,,,,,,,,,,,,,,
E07000177 : Cherwell,35,"2,805","386,076",95,"6,073","1,612,953",20,"2,056","345,812",,,,,,,,,,,,,,,,,
E07000178 : Oxford,45,"3,841","254,495",90,"12,166","1,159,779",20,"1,911","159,666",,,,,,,,,,,,,,,,,
E07000179 : South Oxfordshire,35,"3,094","339,486",75,"2,755","426,018",20,"1,418","166,307",,,,,,,,,,,,,,,,,
E07000180 : Vale of White Horse,40,"3,068","365,350",65,"3,236","613,364",20,"1,581","255,821",,,,,,,,,,,,,,,,,
E07000181 : West Oxfordshire,20,"2,340","433,803",45,"6,985","592,828",10,552,"22,276",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000030 : Surrey,300,"43,857","4,796,498",600,"71,571","16,713,405",160,"18,166","2,165,087",,,,,,,,,,,,,,,,,
E07000207 : Elmbridge,30,"3,077","484,252",70,"7,217","3,917,424",15,963,"65,924",,,,,,,,,,,,,,,,,
E07000208 : Epsom and Ewell,10,"2,104","105,960",30,"2,493","168,316",5,"1,908","102,200",,,,,,,,,,,,,,,,,
E07000209 : Guildford,50,"4,536","357,906",95,"8,113","730,118",30,"3,014","285,566",,,,,,,,,,,,,,,,,
E07000210 : Mole Valley,25,"6,154","305,683",40,"3,638","840,808",5,798,"120,815",,,,,,,,,,,,,,,,,
E07000211 : Reigate and Banstead,20,"1,226","446,773",50,"4,806","1,984,792",10,605,"274,396",,,,,,,,,,,,,,,,,
E07000212 : Runnymede,30,"11,899","1,209,943",55,"10,630","4,391,383",20,"2,685","590,011",,,,,,,,,,,,,,,,,
E07000213 : Spelthorne,15,"1,450","250,285",35,"6,201","1,033,626",10,844,"200,329",,,,,,,,,,,,,,,,,
E07000214 : Surrey Heath,40,"6,344","458,291",70,"20,423","2,395,597",20,"4,457","249,249",,,,,,,,,,,,,,,,,
E07000215 : Tandridge,20,"1,125","216,209",30,"1,291","172,961",10,712,"43,557",,,,,,,,,,,,,,,,,
E07000216 : Waverley,35,"1,876","178,179",70,"3,694","516,644",20,795,"94,426",,,,,,,,,,,,,,,,,
E07000217 : Woking,25,"4,066","783,017",55,"3,065","561,736",15,"1,385","138,614",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000032 : West Sussex,165,"13,835","3,048,293",345,"23,385","6,814,645",85,"9,001","2,276,439",,,,,,,,,,,,,,,,,
E07000223 : Adur,10,612,"103,546",20,926,"280,322",5,432,"81,283",,,,,,,,,,,,,,,,,
E07000224 : Arun,25,"1,657","227,256",35,"1,492","117,319",10,470,..C,,,,,,,,,,,,,,,,,
E07000225 : Chichester,20,"1,191","144,086",50,"1,877","286,046",10,560,"57,801",,,,,,,,,,,,,,,,,
E07000226 : Crawley,35,"4,090","1,299,665",70,"6,278","3,323,441",25,"3,221","1,097,314",,,,,,,,,,,,,,,,,
E07000227 : Horsham,25,"1,404","181,516",70,"4,826","602,210",10,767,"67,757",,,,,,,,,,,,,,,,,
E07000228 : Mid Sussex,35,"4,031","1,014,932",60,"5,491","1,889,143",15,"3,029",..C,,,,,,,,,,,,,,,,,
E07000229 : Worthing,15,850,"77,292",40,"2,495","316,164",10,522,"59,297",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000009 : South West,"1,190","189,687","16,985,898","2,140","220,856","42,962,208",585,"126,990","11,777,581",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000022 : Bath and North East Somerset,60,"11,507","589,182",90,"12,618","778,664",30,"8,769","360,949",,,,,,,,,,,,,,,,,
E06000028 : Bournemouth,30,"2,389","346,007",75,"4,609","827,036",15,..C,"249,697",,,,,,,,,,,,,,,,,
E06000023 : Bristol City of,120,"20,606","2,541,029",255,"22,020","3,181,745",70,"13,368","1,818,605",,,,,,,,,,,,,,,,,
E06000052 : Cornwall,115,"8,201","589,030",220,"8,861","761,757",55,"3,790","346,254",,,,,,,,,,,,,,,,,
E06000053 : Isles of Scilly,0,0,0,0,..C,..C,0,0,0,,,,,,,,,,,,,,,,,
E06000024 : North Somerset,40,"5,106","459,561",70,"3,641","416,329",25,"1,862","190,161",,,,,,,,,,,,,,,,,
E06000026 : Plymouth,40,"2,745","172,278",75,"4,139","432,410",15,"1,329","115,581",,,,,,,,,,,,,,,,,
E06000029 : Poole,35,"1,821","181,129",65,"8,188","650,223",15,..C,"85,986",,,,,,,,,,,,,,,,,
E06000025 : South Gloucestershire,60,"63,558","4,272,492",110,"68,250","4,644,584",35,..C,..C,,,,,,,,,,,,,,,,,
E06000030 : Swindon,30,"5,307","804,853",70,"10,408","13,230,629",10,"2,327","276,182",,,,,,,,,,,,,,,,,
E06000027 : Torbay,10,810,"68,183",40,..C,..C,10,..C,..C,,,,,,,,,,,,,,,,,
E06000054 : Wiltshire,105,"9,000","3,229,047",165,"14,390","4,710,229",45,"5,613","2,912,767",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000008 : Devon,165,"19,659","1,110,965",270,"20,376","1,855,548",75,"11,056","431,074",,,,,,,,,,,,,,,,,
E07000040 : East Devon,20,"1,251","88,270",45,"1,660","228,483",10,608,"44,743",,,,,,,,,,,,,,,,,
E07000041 : Exeter,30,"2,499","180,485",55,"4,789","834,495",15,646,"51,069",,,,,,,,,,,,,,,,,
E07000042 : Mid Devon,10,471,"26,732",20,837,"54,019",0,..C,..C,,,,,,,,,,,,,,,,,
E07000043 : North Devon,15,592,"47,390",20,854,"66,189",10,269,"20,530",,,,,,,,,,,,,,,,,
E07000044 : South Hams,25,"9,302","195,264",40,"8,624","213,721",10,..C,"144,153",,,,,,,,,,,,,,,,,
E07000045 : Teignbridge,35,"2,158","275,681",50,"2,098","318,563",15,524,"82,367",,,,,,,,,,,,,,,,,
E07000046 : Torridge,15,785,"66,588",20,914,"71,314",10,644,"53,219",,,,,,,,,,,,,,,,,
E07000047 : West Devon,15,"2,601","230,555",20,600,"68,764",5,..C,..C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000009 : Dorset,80,"4,235","322,685",145,"6,623","1,257,535",35,"1,528","158,233",,,,,,,,,,,,,,,,,
E07000048 : Christchurch,15,874,"90,884",25,"1,405","376,793",10,405,"47,670",,,,,,,,,,,,,,,,,
E07000049 : East Dorset,20,817,"92,741",30,"1,084","197,586",10,270,"41,363",,,,,,,,,,,,,,,,,
E07000050 : North Dorset,5,485,"30,625",15,355,"43,779",0,..C,..C,,,,,,,,,,,,,,,,,
E07000051 : Purbeck,10,371,"21,851",20,545,"44,159",5,..C,..C,,,,,,,,,,,,,,,,,
E07000052 : West Dorset,25,"1,413","71,052",40,"2,018","522,645",10,498,"47,327",,,,,,,,,,,,,,,,,
E07000053 : Weymouth and Portland,5,275,"15,532",15,"1,216","72,573",0,..C,..C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000013 : Gloucestershire,195,"26,962","1,697,560",300,"26,246","8,803,682",95,"12,167","844,317",,,,,,,,,,,,,,,,,
E07000078 : Cheltenham,45,"9,978","378,720",65,"8,641","1,309,839",20,"3,810","263,504",,,,,,,,,,,,,,,,,
E07000079 : Cotswold,30,"1,851","127,566",50,"3,719",..C,20,"1,199","71,204",,,,,,,,,,,,,,,,,
E07000080 : Forest of Dean,15,700,"40,178",30,"1,918",..C,5,456,"31,270",,,,,,,,,,,,,,,,,
E07000081 : Gloucester,25,"4,050","347,031",35,"2,296",..C,10,"1,276","111,517",,,,,,,,,,,,,,,,,
E07000082 : Stroud,40,"7,261","428,767",70,"6,631","694,485",20,"4,426","264,423",,,,,,,,,,,,,,,,,
E07000083 : Tewkesbury,40,"3,122","375,298",50,"3,041","518,650",20,"1,000","102,399",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000027 : Somerset,105,"7,781","601,897",190,"8,358","1,256,315",55,"3,276","394,733",,,,,,,,,,,,,,,,,
E07000187 : Mendip,30,"1,692","192,453",50,"1,936","442,137",15,906,"122,038",,,,,,,,,,,,,,,,,
E07000188 : Sedgemoor,25,"1,603","111,104",35,"1,811",..C,10,910,..C,,,,,,,,,,,,,,,,,
E07000189 : South Somerset,25,"1,539","160,036",50,"1,730","219,048",15,693,"95,183",,,,,,,,,,,,,,,,,
E07000190 : Taunton Deane,20,"2,773","126,610",50,"2,696","282,683",10,..C,"99,797",,,,,,,,,,,,,,,,,
E07000191 : West Somerset,5,174,"11,694",5,185,..C,5,..C,..C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
W92000004 : Wales,515,"48,769","6,283,968",940,"76,543","17,324,672",255,"28,480","3,002,805",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
W06000001 : Isle of Anglesey,15,595,"54,512",20,632,"52,626",5,300,"24,317",,,,,,,,,,,,,,,,,
W06000002 : Gwynedd,20,"2,993","127,433",30,"1,907","101,213",5,"1,370","62,010",,,,,,,,,,,,,,,,,
W06000003 : Conwy,20,"1,007","44,993",30,"1,176","298,752",10,629,"34,373",,,,,,,,,,,,,,,,,
W06000004 : Denbighshire,15,"1,034","82,996",25,"1,517","254,035",10,522,"62,953",,,,,,,,,,,,,,,,,
W06000005 : Flintshire,35,"2,503","186,844",60,"6,625","2,149,851",15,790,"103,236",,,,,,,,,,,,,,,,,
W06000006 : Wrexham,25,"1,770","261,105",45,"2,371","364,978",15,"1,116","166,652",,,,,,,,,,,,,,,,,
W06000023 : Powys,25,"1,741","226,349",35,"2,699","442,787",5,971,..C,,,,,,,,,,,,,,,,,
W06000008 : Ceredigion,10,..C,"12,180",20,"3,051","163,523",0,..C,..C,,,,,,,,,,,,,,,,,
W06000009 : Pembrokeshire,20,681,"37,499",40,"1,178","112,355",10,279,"11,656",,,,,,,,,,,,,,,,,
W06000010 : Carmarthenshire,20,"1,454","178,682",55,"2,957","524,660",15,927,"132,028",,,,,,,,,,,,,,,,,
W06000011 : Swansea,30,"2,849","209,389",60,"7,174","659,927",20,"2,162","146,698",,,,,,,,,,,,,,,,,
W06000012 : Neath Port Talbot,20,"1,684","299,604",45,"2,144","360,348",10,"1,048","225,521",,,,,,,,,,,,,,,,,
W06000013 : Bridgend,25,966,"89,540",45,"1,952","410,402",10,655,"67,317",,,,,,,,,,,,,,,,,
W06000014 : Vale of Glamorgan,15,"2,133","61,468",30,"2,278","95,392",10,"1,734","42,657",,,,,,,,,,,,,,,,,
W06000015 : Cardiff,90,"11,787","2,926,731",160,"17,025","2,069,604",50,"7,377","1,004,700",,,,,,,,,,,,,,,,,
W06000016 : Rhondda Cynon Taf,30,"2,372","322,244",55,"4,940",..C,15,"1,396","235,631",,,,,,,,,,,,,,,,,
W06000024 : Merthyr Tydfil,10,424,..C,15,600,..C,5,..C,"13,267",,,,,,,,,,,,,,,,,
W06000018 : Caerphilly,30,"3,445","344,403",55,"5,386","1,134,121",15,"2,165","172,111",,,,,,,,,,,,,,,,,
W06000019 : Blaenau Gwent,0,..C,..C,15,"1,870","615,817",0,..C,..C,,,,,,,,,,,,,,,,,
W06000020 : Torfaen,15,883,"91,990",35,"1,758","160,129",10,504,"55,220",,,,,,,,,,,,,,,,,
W06000021 : Monmouthshire,15,903,"178,913",20,"1,223","257,940",5,..C,..C,,,,,,,,,,,,,,,,,
W06000022 : Newport,30,"7,003","456,589",45,"6,080","803,472",15,"4,066","241,590",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
S92000003 : Scotland,905,"81,500","10,901,132","1,720","178,928","78,002,326",435,"40,773","7,120,796",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
S12000033 : Aberdeen City,35,"6,642","853,785",65,"3,487","846,244",15,"1,060","106,014",,,,,,,,,,,,,,,,,
S12000034 : Aberdeenshire,35,"2,874","325,905",65,"3,206","635,860",15,"1,656","209,768",,,,,,,,,,,,,,,,,
S12000041 : Angus,20,"1,400","331,781",20,858,"237,289",5,419,..C,,,,,,,,,,,,,,,,,
S12000035 : Argyll and Bute,15,793,"54,223",25,"1,033","103,978",5,489,"38,774",,,,,,,,,,,,,,,,,
